S_575-O-0	 smoke cigar is his free and right .	＜ 動詞 句 ＞ を ＜ 主語 ＞ に する 場合 は 、 ＜ to 不定 詞 ＞ や ＜ 動 名詞 ＞ の 形 に し て ＜ 名詞 句 ＞ に する 必要 が あり ます 。	0:0
P_92-O-0	on the one hand , if you want to gain more experiences in society , to have a part-time job is a good way , but on the other hand , in case you pay more attention on your part-time job that you do n't have enough times on your study lessons , for a college student , study is most important for a student .	何 か を 払う 先 を 示す ＜ 前置詞 ＞ は ≪ on ≫ で は あり ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ pay ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	37:37
P_687-O-0	second , you earn money , having part time job .	＜ 動詞 句 ＞ を ＜ 主語 ＞ に する 場合 は 、 ＜ to 不定 詞 ＞ や ＜ 動 名詞 ＞ の 形 に し て ＜ 名詞 句 ＞ に する 必要 が あり ます 。	6:6
S_711-O-0	nowadays , there are a lot of people try to smoke , and some of them addicted tobacco .	＜ 動詞 ＞ ≪ addict ≫ は 依存 する 対象 を ＜ 目的 語 ＞ に する の で は なく 、 ＜ addict ＋ oneself ＋ to ＋ 依存 する 対象 ＞ の 形 で 使い ます 。	16:16
P_668-O-0	 the other word , i really do n't want work because part time job is too tired physically .	＜ 前置詞 ＞ ≪ the ≫ を 使っ て も 意味 は 通じ ます が 、 ＜ 名詞 ＞ ≪ campus ≫ とともに 使う ＜ 前置詞 ＞ は on が 最も 一般 的 です 。	0:0
P_323-O-0	part time job for study judgment and study to adult .	＜ 前置詞 ＞ ≪ for ≫ の 後ろ に は ＜ 動 名詞 ＞ を 含む ＜ 名詞 句 ＞ が 入り ます 。 ＜ 動詞 原形 ＞ は 置け ませ ん ので 、 同様 に 目的 を 示す ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	3:3
S_362-O-0	you may say that these days more and more restaurants separate between smoking seats and no smoking ones .	＜ 前置詞 ＞ ≪ between ≫ は 何 か の 内部 に 存在 する こと を 表現 し ます 。 ＜ 名詞 ＞ ≪ separate ≫ とともに 使う ＜ 前置詞 ＞ を 辞書 など で 調べ て み て ください 。	11:11
P_1030-O-1	however , this phenomenon has been widely questioned by most of the people today whereby most of the people think that the task for a student to go for a university is to study and gain knowledge instead of working and earn money .	≪ most of ≫ の 後ろ に ＜ 定冠詞 ＞ ≪ the ≫ を 伴っ た ＜ 名詞 ＞ を 持っ て くる と 、 それ は 限定 さ れ た 集団 の こと を 指し ます 。 単に 学生 一般 を 指す 場合 は 、 ≪ most ≫ を ＜ 名詞 ＞ で は なく ＜ 形容詞 ＞ として 使い ましょ う 。	16:16
P_763-O-0	it will teach you that you should to do .	＜ 助動詞 ＞ の 直後 に 続く ＜ 動詞 ＞ は ＜ to 不定 詞 ＞ の 形 で は なく ＜ 原形 ＞ に し ます 。	7:7
P_125-O-0	as a consequence , taking a part-time job at your free time is a good choice and is important for college students .	＜ 名詞 句 ＞ ≪ free time ≫ の 前 に おく ＜ 前置詞 ＞ は ≪ at ≫ で も 通じ ない こと は ない の です が 、 in の ほう が 自然 でしょ う 。	8:8
P_180-O-0	they usually choose job which is relevant with their study program .	「 ～ にとって 」 と 考え て 、 ＜ 前置詞 ＞ を 選ん で み ましょ う 。	7:7
S_787-O-0	i want to see the fresh world , the world is with out the badly air from the cigarette smoke , with out the ailment such as the cancer , i want to see every body have a strong health , but smoker please stop smoking at the public area for your health and our health .	何 か が 行わ れ て いる 場所 を 示す 場合 に ＜ 名詞 ＞ ≪ area ≫ とともに 使用 する ＜ 前置詞 ＞ は ≪ at ≫ で も よい です が 、 in の ほう が より 一般 的 でしょ う 。	46:46
S_128-O-0	if someone smokes several times he or she will be addicted to the cigarette , and in the future , the person will fill upset , tired if he or she do n't smokes in a period of time , and in the end become a slave to the cigarette .	＜ 前置詞 ＞ ≪ in ≫ は 何 か が 起こる 場所 や 状況 を 示す ため に 使わ れ ます 。 何 か が 到達 する 到達 点 を 示す 場合 は into や to を 用い ます 。	34:34
S_332-O-0	such products are said to lead us death with cancer .	＜ 動詞 ＞ ≪ lead ≫ を 使っ て 「 何 か に ～ を する 」 と 表現 する 場合 、 ＜ 動詞 ＞ 部分 は ＜ to 不定 詞 ＞ で は なく ＜ 動 名詞 ＞ の 形 に し ます 。	7:7
P_432-O-0	when we are college students we study our own fields to get the jobs of it .	＜ 前置詞 ＞ ≪ of ≫ で も 間違い で は ない の です が 、 「 学生 によって 行わ れる アルバイト 」 という こと です ので 、 ＜ 前置詞 ＞ by の ほう が 自然 でしょ う 。	14:14
S_814-O-0	 general smoking is danger for body and health both myself and others .	＜ 名詞 句 ＞ のみ で は ＜ 副詞 句 ＞ として 機能 し ませ ん 。 ＜ 前置詞 ＞ が 必要 です 。 場所 を 示す ＜ 前置詞 ＞ を 考え て み ましょ う 。	0:0
S_324-O-0	i agree with the statement because of the following reasons .	＜ 接続詞 ＞ ≪ because ≫ が ＜ 節 ＞ を 導く 場合 は そのまま 使用 さ れ ます が 、 ＜ 名詞 句 ＞ を 導く 場合 に は 必ず 間 を つなぐ ＜ 前置詞 ＞ of が 必要 です 。	5:5
P_1038-O-1	no matter how , most of the students go for part time job are mainly due to financial problems such as they may having difficulty in paying their tuition fee and so on .	＜ 動詞 ＞ ≪ go ≫ は ＜ 自動詞 ＞ です ので ＜ 前置詞 ＞ ≪ for ≫ は 不要 です 。	9:9
S_814-O-1	general smoking is danger for body and health both myself and others .	＜ 名詞 ＞ を 別 の ＜ 名詞 ＞ で 後ろ から 修飾 する 場合 に は 通常 、 間 を つなぐ ＜ 前置詞 ＞ が 必要 です 。 「～ の 」 を 示す 最も 一般 的 な ＜ 前置詞 ＞ を 考え て み ましょ う 。	7:7
P_616-O-0	my experience will be helpful my dream .	＜ 形容詞 ＞ ≪ helpful ≫ を 使っ て 「 ～ の 前 に 」 と 表現 する 場合 、 「～ にとって 」 を 表す ＜ 前置詞 ＞ が 必要 です 。	4:4
P_831-O-0	it is full of many people which different families some family was rich , and some family was poor however those people have same main aim to get the good education cause the poor family must eager by themselves for get honor from societies .	目的 を 表す ＜ 前置詞 ＞ ≪ for ≫ の 後ろ に は ＜ 動 名詞 ＞ を 含む ＜ 名詞 ＞ が 入り ます 。 ＜ 動詞 原形 ＞ は 置け ませ ん ので 、 同様 に 目的 を 示す ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	39:39
S_913-O-0	according to the drug will injure the human body , smoking has to be banned at anywhere except you are alone .	≪ anywhere ≫ は ＜ 副詞 ＞ です ので ＜ 前置詞 ＞ は 不要 です 。	15:15
S_761-O-0	you should be alert to him but you would n't dare same me .	＜ 形容詞 ＞ ≪ same ≫ を 使っ て 「 ～ と 同じ 」 と 表現 する 場合 、 比較 の 基準 と なる ＜ 名詞 ＞ の 前 に は ＜ 前置詞 ＞ が 必要 です 。 辞書 で ＜ 形容詞 ＞ ≪ same ≫ を 引い て 調べ て み ましょ う 。	11:11
S_684-O-0	now the government in thailand try to promote a campaign for stop smoking in public areas and restaurants .	＜ 前置詞 ＞ ≪ for ≫ の 後ろ に は ＜ 動 名詞 ＞ を 含む ＜ 名詞 ＞ が 入り ます 。 ＜ 動詞 原形 ＞ は 置け ませ ん ので 、 同様 に 目的 を 示す ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	10:10
P_864-O-0	last , you can make friends from your work .	「 仕事 仲間 から の 」 と 考え て 、 ＜ 前置詞 ＞ を 選ん で み ましょ う 。	6:6
P_797-O-0	lf who is poor , he will work a part -- time job .	＜ 動詞 ＞ ≪ work ≫ は ＜ 自動詞 ＞ な ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ が 必要 です 。 「 アルバイト で 」 と 言う 場合 に は ＜ 前置詞 ＞ at が よく 使わ れ ます 。	7:7
P_958-O-0	 learn how to schedule our time is another challenge .	＜ 動詞 句 ＞ を ＜ 主語 ＞ に する 場合 は 、 ＜ to 不定 詞 ＞ や ＜ 動 名詞 ＞ の 形 に し て ＜ 名詞 句 ＞ に する 必要 が あり ます 。	0:0
P_247-O-0	that work can be classified as full-time job at a place or a part-time job .	何 か が 行わ れ て いる 場所 を 示す 場合 に ≪ place ≫ とともに 使用 する ＜ 前置詞 ＞ は ≪ at ≫ で も よい です が 、 in の ほう が より 一般 的 でしょ う 。	8:8
S_1013-O-0	the policy makes my father to give up smoking in public space and in our house .	＜ 動詞 ＞ ≪ give ≫ の ＜ 目的 語 ＞ が 行う 動作 部分 は ＜ 動詞 原形 ＞ で は なく ＜ to 不定 詞 ＞ で 表現 し ます 。	5:5
P_493-O-0	i ca n't stay i 'm center of the world because guests choice restaurant which they want to go , so i need to make them comfortable for they choose my shop .	＜ 動詞 ＞ ≪ go ≫ は ＜ 自動詞 ＞ です ので 、 ＜ 直接 目的 語 ＞ を とる こと は でき ませ ん 。 行き先 を 示す ＜ 前置詞 ＞ を 考え て み ましょ う 。	18:18
S_877-O-0	if you allow them to smoke , you have let them smoke everywhere .	＜ 動詞 ＞ ≪ have ≫ を 使っ た 「～ し なけれ ば いけ ない 」 という ＜ 成句 ＞ は これ で 正しい です か ？ 辞書 で ＜ 動詞 ＞ ≪ have ≫ を 引い て 正しい 形 を 確認 し ましょ う 。	8:8
P_511-O-0	the time that you are college students is only a few years , but you must prepare for future before graduate college .	＜ 動詞 ＞ ≪ graduate ≫ が 「 卒業 する 」 という 意味 で 使用 さ れる とき は ＜ 自動詞 ＞ に なり ます ので 、 その 直後 に ＜ 目的 語 ＞ を 置く こと は でき ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ graduate ≫ を 引い て 最適 な ＜ 前置詞 ＞ を 調べ て み ましょ う 。	20:20
S_433-O-0	and the other reason is that we can not separate the area for smoking and for no smoking in perfectly .	≪ perfectly perfectly ≫ は ＜ 前置詞 ＞ です ので 、 その 前 に ＜ 前置詞 ＞ は 不要 です 。	18:18
S_269-O-0	besides it if the restaurant not application for example in the pub discotheque it impossible for application this rule so in the conclusion it better the pub give smoking area in this area so not missing human right for active smoking and not give suffer a loss for passive smoking because effect for passive smoking it more dangerous than active smoking however individuals who smoke should realize that smoking in public places can be a source of great inconvenience to people who are around .	効果 が 及ぶ 対象 を 導く ＜ 前置詞 ＞ は ≪ for ≫ で は あり ませ ん 。 ＜ 名詞 ＞ ≪ effect ≫ を 辞書 で 引い て 最適 な ＜ 前置詞 ＞ を 調べ ましょ う 。	52:52
P_524-O-0	i think importance of part-time job , students to grow mentally , can be a very good experience .	＜ 名詞 ＞ ≪ importance ≫ と ≪ job ≫ の 前 に ＜ 前置詞 ＞ を 補っ て 、 「 いろいろ な ～」 を 意味 する ＜ 成句 ＞ に し て み ましょ う 。	2:2
S_205-O-0	if we ban smoking it will increase visitor to the restaurant -lrb- as non smokers also will pay to visit -rrb- .	＜ 動詞 ＞ ≪ pay ≫ とともに 使っ て 代金 を 払う 対象 （ 品物 、 行為 など ） を 導く ＜ 前置詞 ＞ は ≪ to ≫ で は あり ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ pay ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	18:18
P_327-O-0	why we are good job because we are adult , study for adult , study look for money and any more .	＜ 動詞 ＞ ≪ study ≫ の ＜ 目的 語 ＞ に ＜ 動詞 原形 ＞ を 持っ て くる こと は でき ませ ん 。 ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	14:14
S_759-O-0	 in the restaurants have many people whether children or the elderly and there are some people for smoking .	続く ＜ 名詞 ＞ は 構造 的 に ＜ 主語 ＞ です ので ＜ 前置詞 ＞ は 余分 です ね 。	0:0
S_343-O-0	i think that smoking should be forbidden at place where a lot of people are because the cigarette smoke affects our health .	何 か が 行わ れ て いる 場所 を 示す 場合 に ≪ place ≫ とともに 使用 する ＜ 前置詞 ＞ は ≪ at ≫ で も よい です が 、 in の ほう が より 一般 的 でしょ う 。	7:7
S_287-O-1	so that the owners of the restaurant was set up rules with wisdom that is by separating the place between people who smoke by not smoking .	＜ 前置詞 ＞ ≪ by ≫ を 使う と 「 ～ する ため に （ 今 の 動作 を ） やめる 」 という 意味 に なり ます 。 何 か を やめる という 場合 に は ＜ 動 名詞 ＞ を 使い ます 。	23:23
S_121-O-0	although many smokers say that banning smoking in the restaurants is a influence towards human 's freedom and privacy , in fact , facing the death which is caused by smoking or second-hand smoking , the freedom and privacy mean nothing at all .	影響 を 与える 対象 を 導く ＜ 前置詞 ＞ は ≪ towards ≫ で は あり ませ ん 。 ＜ 名詞 ＞ ≪ influence ≫ を 辞書 で 引い て 最適 な ＜ 前置詞 ＞ を 調べ ましょ う 。	13:13
P_292-O-0	if we do not have a good mark , we wo n't compete them all .	＜ 動詞 ＞ ≪ compete ≫ を ＜ 目的 語 ＞ と する ＜ 他動詞 ＞ として 使い ます ので ＜ 前置詞 ＞ は 不要 です 。	12:12
P_812-O-0	it can make money to students .	「 学生 の ため に 」 と 言い たかっ た の で あれ ば 、 ＜ 前置詞 ＞ ≪ to ≫ で は なく for を 使っ て 導き ます 。	4:4
P_398-O-0	i think we can spend time efficiently this series of flow by having a part-time job .	「 ～ に 時間 を 費やす 」 と 表現 し たい 場合 、 その 動作 は ＜ to 不定 詞 ＞ で は なく ＜ 前置詞 ＋ 動 名詞 ＞ または ＜ 動 名詞 ＞ を 使っ て 表現 し ます 。 辞書 で ＜ 動詞 ＞ ≪ spend ≫ を 引い て 正しい 用法 を 調べ て み ましょ う 。	6:6
P_407-O-0	so i think it 's a necessary step to have a part-time job to college students .	＜ 前置詞 ＞ ≪ to ≫ で も もちろん 文法 的 に は 間違い で は ない の です が 、 ≪ to ≫ だ と 「～ の 考え で は 」 という ニュアンス が 強まり ます 。 「～ にとって 重要 で ある 」 という こと なら ＜ 前置詞 ＞ for の 方 が 自然 でしょ う 。	13:13
S_150-O-0	i cheer on that smoking should be completely banned at the restaurants in the country .	＜ 動詞 ＞ ≪ cheer ≫ は ＜ 他動詞 ＞ です ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	2:2
S_908-O-0	banning the smoking by the law is one way to make people do n't smoke , however people do n't smoke is because the fear of the government , i do n't think let the people be afraid of the government is a good thing .	＜ 接続詞 ＞ ≪ because ≫ が ＜ 節 ＞ を 導く 場合 は そのまま 使用 さ れ ます が 、 ＜ 名詞 句 ＞ を 導く 場合 に は 必ず 間 を つなぐ ＜ 前置詞 ＞ of が 必要 です 。	22:22
P_998-O-0	because it can not only increase our ability in solving financial problems but also broadens our knowledge in social activities .	「 ～ する 能力 」 と 表現 する 場合 、 ＜ 名詞 ＞ ≪ ability ≫ の 後 に は ＜ of ＋ 動 名詞 ＞ で は なく ＜ to 不定 詞 ＞ を 用いる の が 一般 的 です 。	9:9
S_384-O-0	it is true that people have freedom of smoking , but i think they should refrain it in public places .	＜ 動詞 ＞ ≪ refrain ≫ が ＜ 他動詞 ＞ の 場合 、 ＜ 目的 語 ＞ に は ＜ that 節 ＞ が 続く 場合 です 。 ＜ 名詞 句 ＞ が 続く 場合 に は ＜ 前置詞 ＞ of を 使い ましょ う 。	15:15
S_835-O-0	i think restaurant must be clean and fresh because restaurant has a place of enjoy eating and relaxing .	＜ 前置詞 ＞ ≪ of ≫ で も 間違い で は ない の です が 、 ここ は 特に レストラン の 使用 目的 について 述べ て い ます ので 、 「～ の ため の 」 を 意味 する for を 使っ た ほう が より 自然 でしょ う 。	13:13
P_1003-O-0	not because the money but the guests i met .	＜ 接続詞 ＞ ≪ because ≫ が ＜ 節 ＞ を 導く 場合 は そのまま 使用 さ れ ます が 、 ＜ 名詞 句 ＞ を 導く 場合 に は 必ず 間 を つなぐ ＜ 前置詞 ＞ of が 必要 です 。	1:1
S_432-O-1	in the stands of the shop , for make the restaurant better , we should considerate about majority .	＜ 動詞 ＞ ≪ considerate ≫ の ＜ 間接 目的 語 ＞ の 前 に 置く ＜ 前置詞 ＞ は ≪ about ≫ で は あり ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ considerate ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	16:16
P_656-O-0	i worked in the factory in 5 days , in a resting place in 3 days and in restaurant in 3 days .	＜ 前置詞 ＞ ≪ in ≫ で も 誤り で は あり ませ ん が 、 ＜ 前置詞 ＞ ≪ in ≫ を 使う と 「 具体 的 な 建物 や 部屋 の 中 で 」 という 意味 が 強調 さ れ がち な ので 、 単に 「～ で 働く 」 と 言う 場合 は 、 別 の ＜ 前置詞 ＞ を 使う ほう が いい かも しれ ませ ん 。 場所 を 示す ＜ 前置詞 ＞ ≪ in ≫ 、 at の 使い分け を 辞書 など で 調べ て み て ください 。	2:2
S_6-O-0	but in the other hand , however , do n't think so .	＜ 前置詞 ＞ ≪ in ≫ を ここ で 使う と 「 片方 の 手 に 持っ て 」 という 意味 に なっ て しまい ます 。 辞書 で ＜ 名詞 ＞ ≪ hand ≫ を 引い て 、 「 一方 で 」 という ＜ 成句 ＞ を 作る の に 適切 な ＜ 前置詞 ＞ を 調べ て み ましょ う 。	1:1
S_982-O-0	after that horrible accident , i totally agree with that smoking should be completely banned at all the restaurants in the country .	＜ 動詞 ＞ ≪ agree ≫ は ＜ that 節 ＞ を とる 場合 、 ＜ 他動詞 ＞ と なる ので ≪ that ≫ の 前 に ＜ 前置詞 ＞ は 不要 です 。	8:8
S_786-O-0	if the smoker have the conscious mind with every body at public zone , i think that 's not good to anybody but that 's so good to smoker too because the air in around here is not have a dangerous any body can breath with be joyous .	＜ 前置詞 ＞ ≪ with ≫ は 不要 です 。	7:7
P_266-O-0	the resolution of this problem is , the college student can get a part time job when they done 2 years in study -lrb- usually call as senior student -rrb- .	＜ 動詞 ＞ ≪ call ≫ を 使っ て 「 誰 か に 何 か を さ せる 」 と 表現 する 場合 、 ＜ 動詞 ＞ ≪ call ≫ は ＜ 他動詞 ＞ と なり ます ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	26:26
P_457-O-0	 by reason of these , i think it is important for college student to have a part-time job .	＜ 前置詞 ＞ ≪ by ≫ を 使っ て も 意味 は 通じ ます が 、 ＜ 名詞 ＞ ≪ reason ≫ とともに 使用 し て 「 ～ の 理由 で 」 という こと を 示す 最適 な ＜ 前置詞 ＞ が あり ます ので 、 調べ て み ましょ う 。	0:0
S_873-O-0	the government allows that people keep smoking but want they do n't smoke in the public .	＜ 動詞 ＞ ≪ want ≫ の ＜ 目的 語 ＞ が 行う 動作 部分 は ＜ 動詞 原形 ＞ で は なく ＜ to 不定 詞 ＞ で 表現 し ます 。	10:10
P_978-O-0	i seldom find a key in part time job , it need a person who key in carefully , if you do n't careful enough , the boss will ask you check again , so i do the job always carefully and the boss will give me other case if he need me .	＜ 動詞 ＞ ≪ ask ≫ を 使っ て 誰 か に 何 か を 求める と 表現 する 場合 、 ＜ ask ＋ 動詞 原形 ＞ で は なく ＜ to 不定 詞 ＞ の 形 に なり ます 。	30:30
